id;firstname;lastname;birthdate;country_id;position;foot;height
3156;Rob;Holding;20.09.1995;184;Defender;right;189
3157;Alex;Palmer;10.08.1996;184;Goalkeeper;right;191
3158;Marcus;Browne;18.12.1997;184;Midfielder;right;179
3159;Grady;Diangana;19.04.1998;184;Midfielder;left;181
3160;Moses;Makasi;22.09.1995;184;Midfielder;left;180
3161;Declan;Rice;14.01.1999;184;Defender;right;185
3162;Jordi;Osei-Tutu;2.10.1998;184;Defender;right;176
3163;Sam;Hughes;15.04.1997;184;Midfielder;right;187
3164;Axel;Tuanzebe;14.11.1997;46;Defender;right;185
3165;Timothy;Fosu-Mensah;2.01.1998;122;Defender;right;190
3166;Scott;McTominay;8.12.1996;184;Midfielder;right;193
3167;Reiss;Nelson;10.12.1999;184;Midfielder;right;176
3168;Domingos;Quina;18.11.1999;70;Midfielder;right;173
3169;Lasse;Sorensen;21.10.1999;47;Midfielder;right;185
3170;Jayson;Molumby;6.08.1999;80;Midfielder;right;177
3171;Jonathan;Leko;24.04.1999;46;Forward;right;183
3172;Jordan;Williams;22.10.1999;184;Defender;right;179
3173;Tyrese;Campbell;28.12.1999;184;Forward;left;183
3174;Keshi;Anderson;6.04.1995;184;Forward;right;175
3175;Alfie;Whiteman;2.10.1998;184;Goalkeeper;right;186
3176;Kyle;Walker-Peters;13.04.1997;184;Defender;right;174
3177;Brahim;Abdelkader Diaz;3.08.1999;158;Midfielder;right;170
3178;Konstantinos;Mavropanos;11.12.1997;66;Defender;right;192
3179;Jack;Simpson;8.01.1997;184;Defender;right;178
3180;Josh;Tymon;22.05.1999;184;Defender;left;178
3181;Hamza;Choudhury;1.10.1997;184;Midfielder;right;178
3182;Ethan;Ampadu;14.09.2000;184;Defender;right;182
3183;Aaron;Ramsdale;14.05.1998;184;Goalkeeper;right;188
3184;Sam;Field;8.05.1998;184;Midfielder;left;185
3185;Abdelhamid;Sabiri;28.11.1996;116;Midfielder;right;183
3186;Kane;Wilson;11.03.2000;184;Defender;right;178
3187;Aiden;O'Neill;4.07.1998;9;Midfielder;right;178
3188;Phil;Foden;28.05.2000;184;Midfielder;left;175
3189;Nathan;Ferguson;6.10.2000;184;Defender;right;181
3190;Max;Melbourne;24.10.1998;184;Defender;left;178
3191;Rekeem;Harper;8.03.2000;184;Midfielder;right;188
3192;Rayhaan Rahim Amari;Tulloch;20.01.2001;184;Forward;right;178
3193;Beni;Baningime;9.09.1998;46;Midfielder;right;178
3194;Michael;Obafemi;6.07.2000;80;Forward;right;169
3195;Nathan;Trott;21.11.1998;206;Goalkeeper;left;188
3196;Joy;Mukena;3.07.1999;184;Defender;right;190
3197;Thomas;Edwards;22.01.1999;184;Defender;right;175
3198;Ben;Johnson;24.01.2000;184;Defender;right;175
3199;Tashan;Oakley-Boothe;14.02.2000;184;Midfielder;right;182
3200;Julien;Ngoy;2.11.1997;16;Forward;right;185
3201;Harvey;Barnes;9.12.1997;184;Midfielder;right;174
3202;Callum;Hudson-Odoi;7.11.2000;184;Midfielder;right;182
3203;Juan Marcos;Foyth;12.01.1998;7;Defender;right;182
3204;Aaron;Wan-Bissaka;26.11.1997;184;Defender;right;183
3205;Carl;Stewart;2.05.1997;184;Midfielder;right;174
3206;Michael;Folivi;25.02.1998;184;Forward;right;180
3207;Kyle;Jameson;11.09.1998;184;Defender;left;186
3208;Nya;Kirby;31.01.2000;184;Midfielder;right;173
3209;Jason;Eyenga-Lokilo;17.09.1998;16;Forward;left;175
3210;Levi;Lumeka;5.09.1998;184;Forward;right;170
3211;Dwight;McNeil;22.11.1999;184;Midfielder;left;183
3212;Bastian;Schweinsteiger;1.08.1984;64;Midfielder;right;183
3213;Daniel;Pudil;27.09.1985;44;Defender;left;185
3214;Neil;Taylor;7.02.1989;197;Defender;left;176
3215;Joe;Ledley;23.01.1987;197;Midfielder;left;183
3216;Jonathan;Williams;9.10.1993;184;Midfielder;right;168
3217;Jefferson Antonio;Montero Vite;1.09.1989;51;Midfielder;right;169
3218;Shani;Tarashaj;7.02.1995;166;Forward;right;176
3219;Clinton Mua;N'Jie;15.08.1993;30;Forward;right;175
3220;Conor;Masterson;8.09.1998;80;Defender;right;189
3221;Ryan;Kent;11.11.1996;184;Midfielder;right;172
3222;Graziano;Pelle;15.07.1985;82;Forward;right;193
3223;Stephen;Quinn;1.04.1986;80;Midfielder;left;168
3224;Juan;Cruz Diaz Esposito;25.04.2000;158;Forward;left;180
3225;William;De Camargo;27.02.1999;23;Midfielder;right;169
3226;Daniel;Rebollo Franco;1.01.1999;158;Goalkeeper;right;188
3227;Miguel Angel;Rubio Lestan;11.03.1998;158;Defender;right;191
3228;Augusto Matias;Fernandez;10.04.1986;7;Midfielder;right;177
3229;Bruno Alexandre;Vilela Gama;15.11.1987;138;Midfielder;right;175
3230;Osvaldo Nicolas Fabian;Gaitan;23.02.1988;7;Midfielder;left;174
3231;Aythami;Artiles Oliva;2.04.1986;158;Defender;right;185
3232;Nicolas Ezequiel;Gorosito;17.08.1988;7;Defender;right;186
3233;Jose Antonio;Garcia Rabasco;29.09.1986;158;Midfielder;right;177
3234;Juan;Torres Ruiz;26.11.1989;158;Defender;right;186
3235;Olarenwaju Ayoba;Kayode;8.05.1993;126;Forward;right;176
3236;Alejandro;Arribas Garrido;1.05.1989;158;Defender;right;182
3237;Aleksandar;Katai;6.02.1991;148;Midfielder;right;179
3238;Cedric;Bakambu;11.04.1991;61;Forward;right;182
3239;Tiago Manuel;Dias Correia;12.07.1990;138;Midfielder;right;190
3240;Jonathan;Viera Ramos;21.09.1989;158;Midfielder;right;171
3241;Jonathan;Rodriguez Menendez;9.07.1991;158;Midfielder;left;179
3242;Alvaro;Garcia Vazquez;27.04.1991;158;Forward;right;182
3243;Hernan Daniel;Santana Trujillo;26.08.1990;158;Midfielder;right;181
3244;Oscar David;Romero Villamayor;4.07.1992;134;Midfielder;left;176
3245;Miguel Angel;Garrido Cifuentes;5.10.1990;158;Defender;right;174
3246;Juan Jose;Narvaez Solarte;12.02.1995;36;Midfielder;right;181
3247;Robert;Ibanez Castro;22.03.1993;158;Midfielder;right;175
3248;Mamadou;Kone;25.12.1991;40;Forward;right;176
3249;Andrew;Hjulsager;15.01.1995;47;Midfielder;right;175
3250;Ander;Cantero Armendariz;9.01.1995;158;Goalkeeper;left;189
3251;Manuel Jesus;Vazquez Florido;25.01.1991;158;Forward;left;177
3252;Ager;Aketxe Barrutia;30.12.1993;158;Midfielder;left;175
3253;Luis Miguel;Quezada Sanchez;11.02.1996;158;Defender;left;171
3254;Roberto;Olabe del Arco;5.05.1996;158;Midfielder;left;175
3255;Aldo;One Esteve;5.01.1996;158;Defender;left;183
3256;Matias Nahuel;Leiva Esquivel;22.11.1996;7;Midfielder;right;172
3257;Walter Ivan;Montoya;21.06.1993;7;Midfielder;right;172
3258;Mario;Gonzalez Gutierrez;25.02.1996;158;Forward;right;182
3259;Leonardo Gabriel;Suarez;3.03.1996;7;Midfielder;left;167
3260;Francisco Borja;Lasso de la Vega Gayan;1.01.1994;158;Midfielder;right;178
3261;Emanuel;Cecchini;24.12.1996;7;Midfielder;right;180
3262;Carlos;Fernandez Luna;22.05.1996;158;Forward;right;185
3263;Enrique;Fornos Dominguez;1.01.1997;158;Defender;right;181
3264;Imanol;Sarriegi Isasa;27.04.1995;158;Midfielder;right;182
3265;Sergio;Gonzalez Teston;26.05.1995;158;Defender;left;181
3266;Arona;Sane;21.06.1995;147;Midfielder;right;173
3267;Carles;Alena Castillo;5.01.1998;158;Midfielder;left;180
3268;Keidi;Bare;28.08.1997;2;Midfielder;right;174
3269;Alexander;Mesa Travieso;5.02.1995;158;Forward;right;178
3270;Daniel;Molina Orta;14.03.1996;158;Midfielder;left;183
3271;Borja;Herrera Gonzalez;8.01.1993;158;Defender;left;178
3272;Juan;Soriano Oropesa;23.08.1997;158;Goalkeeper;left;185
3273;Antonio;Montoro Rodriguez;10.05.1997;158;Defender;right;182
3274;Jose Manuel;Arnaiz Diaz;15.04.1995;158;Forward;right;175
3275;Alvaro;Tejero Sacristan;20.07.1996;158;Defender;right;174
3276;Markel;Areitio Cedrun;7.09.1996;158;Goalkeeper;right;180
3277;Unai;Simon Mendibil;11.06.1997;158;Goalkeeper;right;190
3278;Andoni;Lopez Saratxo;5.04.1996;158;Defender;left;187
3279;Oriol;Busquets Mas;20.01.1999;158;Midfielder;right;185
3280;Oscar;Rodriguez Arnaiz;28.06.1998;158;Midfielder;right;174
3281;Manuel;Morlanes Arino;12.01.1999;158;Midfielder;right;178
3282;Luca Zinedine;Zidane;13.05.1998;61;Goalkeeper;right;183
3283;Aitor;Ruibal Garcia;22.03.1996;158;Forward;right;176
3284;Gonzalo;Villar del Fraile;23.03.1998;158;Midfielder;right;180
3285;Victor;Pastrana Carrasco;27.09.1996;158;Midfielder;left;179
3286;Javier;Jimenez Garcia;11.03.1997;158;Defender;right;182
3287;Antonio;Moya Vega;20.03.1998;158;Midfielder;right;185
3288;Diego;Alende Lopez;25.08.1997;158;Defender;right;180
3289;Christian;Rivera Hernandez;9.07.1997;158;Midfielder;right;191
3290;Aly;Abeid;11.12.1997;146;Defender;left;174
3291;Francesc;Regis Crespi;30.09.1996;158;Forward;right;180
3292;Carlos Isaac;Munoz Obejero;30.04.1998;158;Defender;right;184
3293;Pau;Francisco Torres;16.01.1997;158;Defender;left;191
3294;Dario;Poveda Romera;13.03.1997;158;Forward;right;185
3295;Adrian;Lopez Garrote;9.01.1999;158;Goalkeeper;right;185
3296;Juan Cruz;Aguero Nunez;27.05.1999;158;Midfielder;left;175
3297;Alberto;Redondo Guijarro;22.05.1997;158;Defender;right;182
3298;Javier;Ontiveros Parra;9.09.1997;158;Midfielder;right;170
3299;Aritz;Castro Perez;20.05.1998;158;Goalkeeper;right;179
3300;Giovanni;Navarro Sole;23.06.1999;158;Forward;left;174
3301;Andoni;Zubiaurre Dorronsoro;4.12.1996;158;Goalkeeper;left;188
3302;Imanol;Garcia Lugea;26.12.1995;158;Midfielder;right;178
3303;Francisco;Feuillassier Abalo;12.05.1998;7;Midfielder;right;172
3304;Alejandro;Dos Santos Ferreira;15.01.1999;23;Goalkeeper;right;185
3305;Jose;Alonso Lara;7.03.2000;158;Midfielder;right;167
3306;Diego;Varela Pampin;15.03.2000;158;Defender;left;173
3307;Jose Carlos;Sanchez Gonzalez;24.08.1998;158;Midfielder;right;177
3308;Ander;Guevara Lajo;7.07.1997;158;Midfielder;right;180
3309;Leonardo;Miramar Rocha;23.05.1997;138;Forward;right;198
3310;Alejandro Miguel;Mula Sanchez;23.07.1996;158;Midfielder;right;178
3311;Eduardo;Exposito Jaen;1.08.1996;158;Midfielder;right;178
3312;Mujaid;Sadick Aliu;14.03.2000;158;Defender;right;180
3313;Victor;San Bartolome Prieto;26.10.1999;158;Midfielder;right;186
3314;Carlos;Redruello Nimo;23.06.1997;158;Defender;left;183
3315;Fabio;Gonzalez Estupinan;12.02.1997;158;Midfielder;right;176
3316;Ioritz;Landeta Batiz;10.10.1995;158;Goalkeeper;right;193
3317;Daniel;Vivian Moreno;5.07.1999;158;Defender;right;183
3318;Francisco;Barbosa Vieites;7.05.1999;158;Goalkeeper;left;196
3319;Francisco Guillermo;Ochoa Magana;13.07.1985;110;Goalkeeper;right;183
3320;Roman;Zozulya;17.11.1989;182;Forward;right;175
3321;David;Costas Cordal;26.03.1995;158;Defender;right;184
3322;Dejan;Drazic;26.09.1995;148;Midfielder;right;178
3323;Alejandro;Pozo Pozo;22.02.1999;158;Midfielder;right;173
3324;Izet;Hajrovic;4.08.1991;166;Midfielder;left;177
3325;Wesley;Sneijder;9.06.1984;122;Midfielder;right;171
3326;Rais;M'Bolhi Ouhab;25.04.1986;61;Goalkeeper;right;188
3327;Konstantinos;Mitroglou;12.03.1988;66;Forward;left;188
3328;Sloan;Privat;24.07.1989;196;Forward;right;186
3329;Emmanuel;Bourgaud;25.10.1987;61;Midfielder;right;179
3330;Romain;Thomas;12.06.1988;61;Defender;left;193
3331;Kevin;Berigaud;9.05.1988;61;Forward;right;176
3332;Emmanuel;Imorou;16.09.1988;61;Defender;left;181
3333;Alexander;Toft Soderlund;3.08.1987;128;Forward;right;187
3334;Jonathan;Delaplace;20.03.1986;61;Midfielder;right;167
3335;Jeremy;Grimm;27.03.1987;61;Midfielder;right;181
3336;Saliou;Ciss;15.06.1989;147;Defender;left;175
3337;Jimmy;Giraudon;16.01.1992;61;Defender;right;184
3338;Chris;Philipps;8.03.1994;100;Midfielder;right;182
3339;Mohamed Youcef;Belaili;14.03.1992;3;Forward;right;178
3340;Pierrick;Capelle;15.04.1987;61;Midfielder;left;181
3341;Ernest;Seka;22.06.1987;61;Defender;right;185
3342;Raphael;Adiceam;3.07.1990;61;Goalkeeper;left;179
3343;Kevin;Rimane;23.02.1991;196;Defender;right;180
3344;Christopher;Herelle;22.08.1992;61;Defender;right;188
3345;Rachid;Ghezzal;9.05.1992;61;Midfielder;left;182
3346;Dimitri;Lienard;13.02.1988;61;Midfielder;left;184
3347;Pablo;Martinez;21.02.1989;61;Defender;left;182
3348;Quentin;Beunardeau;27.02.1994;61;Goalkeeper;right;184
3349;Jordan;Ikoko;3.02.1994;61;Defender;right;177
3350;Adrien;Tameze;4.11.1994;61;Midfielder;right;180
3351;Karim;Azamoum;17.01.1990;61;Midfielder;right;178
3352;Adam;Lang;17.01.1993;74;Defender;right;188
3353;Bryan;Pele;25.03.1992;61;Midfielder;left;169
3354;Florent;Mollet;19.11.1991;61;Midfielder;right;170
3355;Jordan;Marie;29.09.1991;61;Midfielder;right;177
3356;Ibrahim;Amadou;6.04.1993;30;Midfielder;right;184
3357;Arnold;Bouka Moutou;28.11.1988;61;Defender;left;176
3358;Santy;Ngom;7.03.1993;61;Forward;right;181
3359;Gaetan;Laborde;3.05.1994;61;Forward;left;182
3360;Guessouma;Fofana;17.12.1992;61;Midfielder;right;184
3361;Yassine;Benzia;8.09.1994;61;Forward;right;178
3362;Fouad;Chafik;16.10.1986;61;Defender;right;183
3363;Ruben;Aguilar;26.04.1993;61;Defender;right;172
3364;Thomas;Toure;27.12.1993;61;Forward;right;175
3365;Opa;Nguette;8.07.1994;61;Forward;right;182
3366;Nabil;Fekir;18.07.1993;61;Midfielder;left;173
3367;Carlos Miguel;Ribeiro Dias;26.02.1993;138;Midfielder;right;183
3368;Mehdi Jean;Tahrat;24.01.1990;61;Defender;right;193
3369;Theo;Pellenard;4.03.1994;61;Defender;left;184
3370;Christopher;Martins Pereira;19.02.1997;100;Midfielder;right;188
3371;Adrian Luciano;Santos Sahibeddine;9.08.1994;61;Forward;right;179
3372;Brian Leonel;Fernandez;26.09.1994;7;Forward;right;172
3373;Benjamin;Kantie Karamoko;17.05.1995;61;Defender;right;192
3374;Anthony;Walongwa;15.10.1993;61;Defender;right;182
3375;Lois;Diony;20.12.1992;61;Forward;right;183
3376;Hamari;Traore;27.01.1992;105;Defender;right;175
3377;Afonso;Mendes Ribeiro Figueiredo;6.01.1993;138;Defender;left;169
3378;Harisson;Manzala;6.03.1994;61;Midfielder;right;177
3379;Benjamin;Bourigeaud;14.01.1994;61;Midfielder;right;178
3380;Jerome;Prior;8.08.1995;61;Goalkeeper;right;187
3381;Wylan;Cyprien;28.01.1995;201;Midfielder;right;180
3382;Thomas;Didillon;28.11.1995;61;Goalkeeper;right;193
3383;Gnaly Maxwell;Cornet;27.09.1996;40;Forward;left;179
3384;Yann;Bodiger;9.02.1995;61;Midfielder;left;188
3385;Najib;Gandi;23.06.1994;61;Midfielder;right;188
3386;Florian;Escales;3.02.1996;61;Goalkeeper;left;184
3387;Adrien;Hunou;19.01.1994;61;Midfielder;right;176
3388;Gautier;Lloris;18.07.1995;61;Defender;left;191
3389;Sega;Coulibaly;9.06.1996;105;Defender;right;184
3390;Dorian;Grange;10.05.1996;61;Goalkeeper;right;184
3391;Jessy;Benet;24.06.1995;61;Midfielder;left;186
3392;Dylan;Mboumbouni;20.02.1996;61;Defender;right;182
3393;Thiago;Maia Alencar;23.03.1997;23;Midfielder;left;179
3394;Valentin;Rongier;7.12.1994;61;Midfielder;right;172
3395;Dylan;Bahamboula;22.05.1995;61;Midfielder;right;185
3396;Makan;Macalou;7.02.1996;61;Forward;right;185
3397;Lukas;Pokorny;5.07.1993;44;Defender;left;190
3398;Jordan;Tell;10.06.1997;201;Forward;right;185
3399;Mamadou;Thiam;20.03.1995;61;Forward;right;180
3400;Remy;Descamps;25.06.1996;61;Goalkeeper;left;194
3401;Moussa;Niakhate;8.03.1996;61;Defender;left;190
3402;Mouctar;Diakhaby;19.12.1996;61;Defender;right;189
3403;Pierre-Daniel;Nguinda Ndiffon;18.06.1996;30;Defender;right;184
3404;Habibou Mouhamadou;Diallo;15.06.1995;147;Forward;right;186
3405;Brighton;Labeau;1.01.1996;61;Forward;right;181
3406;Olivier;Boscagli;18.11.1997;61;Defender;left;181
3407;Anthony;Ribelin;8.04.1996;61;Midfielder;right;180
3408;James Edward;Lea Siliki;12.06.1996;61;Midfielder;left;183
3409;Racine;Coly;8.12.1995;147;Defender;left;185
3410;Gauthier;Hein;7.08.1996;61;Midfielder;left;170
3411;Rayan;Souici;28.02.1998;61;Defender;right;178
3412;Olivier;Verdon;5.10.1995;61;Defender;right;190
3413;Alec;Georgen;17.09.1998;61;Defender;right;172
3414;Sebastien;Cibois;2.03.1998;61;Goalkeeper;right;186
3415;Lorenzo;Callegari;27.02.1998;61;Midfielder;right;174
3416;Alexandros;Katranis;4.05.1998;66;Defender;left;174
3417;Maxime;Bernauer;1.07.1998;61;Defender;right;184
3418;Yannis;Clementia;5.07.1997;200;Goalkeeper;right;188
3419;Alexandre;Olliero;15.02.1996;61;Goalkeeper;right;193
3420;Elisha;Owusu;7.11.1997;61;Midfielder;right;182
3421;Ruben;Droehnle;11.07.1998;61;Defender;left;183
3422;Gerzino;Nyamsi;22.01.1997;61;Defender;right;194
3423;Valentin;Rosier;19.08.1996;61;Defender;right;175
3424;Youssef;Maziz;24.06.1998;61;Midfielder;right;175
3425;Antoine;Bernede;26.05.1999;61;Forward;right;177
3426;Corentin;Faussot;4.01.1998;61;Midfielder;right;174
3427;Jordi;Mboula Queralt;16.03.1999;158;Forward;right;183
3428;Vincent;Marcel;9.04.1997;201;Midfielder;left;180
3429;Lilian;Fournier;18.05.1998;61;Midfielder;right;166
3430;Clement;Billemaz;22.09.1998;61;Forward;left;175
3431;Mahdi;Camara;30.06.1998;61;Midfielder;right;178
3432;Gabriel;dos Santos Magalhaes;19.12.1997;23;Defender;left;190
3433;Maxime;Sivis;1.04.1998;61;Midfielder;left;190
3434;Christopher;Rocchia;1.02.1998;61;Defender;left;172
3435;Adrien;Bongiovanni;20.09.1999;16;Forward;right;170
3436;Samuel;Robert;12.01.1998;61;Forward;right;178
3437;Driss;Khalid;7.02.1999;61;Forward;right;180
3438;Armand;Lauriente;4.12.1998;61;Forward;right;171
3439;Randal;Kolo Muani;5.12.1998;46;Forward;right;187
3440;Kenny;Rocha Santos;3.01.2000;28;Midfielder;right;174
3441;Vincent;Peugnet;5.02.1998;61;Defender;left;184
3442;Bryan;Mbeumo;2.08.1999;61;Forward;left;171
3443;Timothy;Weah;22.02.2000;185;Forward;right;185
3444;Julien;Serrano;13.02.1998;61;Defender;left;181
3445;Yacine;Adli;29.07.2000;61;Midfielder;right;183
3446;Aurelien;Tchouameni;27.01.2000;61;Midfielder;right;185
3447;Bastien;Rempp;11.11.1998;61;Goalkeeper;right;182
3448;Oumar;Solet Bomawoko;7.02.2000;61;Defender;right;192
3449;Dylan;Lempereur;24.10.1998;61;Defender;left;178
3450;Yusuf;Sari;20.11.1998;61;Midfielder;left;165
3451;Andy;Pelmard;12.03.2000;61;Defender;right;178
3452;Yanis;Ammour;21.05.1999;61;Forward;left;182
3453;Scotty;Sadzoute;29.04.1998;61;Forward;left;172
3454;Ignatius;Kpene Ganago;16.02.1999;30;Forward;right;176
3455;Bilal;Hadraoui;28.05.1999;61;Midfielder;right;185
3456;Theo;Barbet;6.03.2001;61;Defender;left;186
3457;Ludovic Lamine;Sane;22.03.1987;61;Defender;right;192
3458;Safwan;Mbae;20.04.1997;61;Defender;right;181
3459;Andre-Pierre;Gignac;12.05.1985;61;Forward;right;187
3460;Simon;Asta;25.01.2001;64;Defender;right;178
3461;Marvin;Compper;14.06.1985;64;Defender;left;185
3462;Jan-Ingwer;Callsen-Bracker;23.09.1984;64;Defender;right;188
3463;Slobodan;Medojevic;20.11.1990;148;Midfielder;right;183
3464;Dong-Won;Ji;28.05.1991;89;Forward;right;188
3465;Samuel;Sahin-Radlinger;7.11.1992;10;Goalkeeper;right;198
3466;Phillipp;Klement;9.09.1992;64;Midfielder;left;174
3467;Onur;Bulut;16.04.1994;64;Midfielder;right;179
3468;Mike-Steven;Bahre;10.08.1995;64;Midfielder;right;179
3469;Federico;Palacios Martinez;9.04.1995;64;Forward;right;170
3470;Leo;Weinkauf;7.07.1996;64;Goalkeeper;right;196
3471;Kwame;Yeboah;2.06.1994;9;Forward;right;183
3472;Nicolas;Sessa;23.03.1996;64;Midfielder;left;171
3473;Ebenezer;Ofori;1.07.1995;65;Midfielder;left;172
3474;Milos;Pantovic;7.07.1996;148;Forward;right;185
3475;Jesper;Verlaat;4.06.1996;122;Defender;right;192
3476;Thore;Jacobsen;19.04.1997;64;Defender;left;182
3477;Mandela;Egbo;17.08.1997;184;Defender;right;180
3478;Philipp;Ochs;17.04.1997;64;Forward;left;175
3479;Max;Besuschkow;31.05.1997;64;Midfielder;right;187
3480;Ulisses Alexandre;Garcia Lopes;11.01.1996;138;Defender;left;183
3481;Chima;Okoroji;19.04.1997;184;Defender;left;177
3482;Anas;Ouahim;23.09.1997;64;Midfielder;right;175
3483;Fabian;Reese;29.11.1997;64;Forward;right;187
3484;Torles;Knoll;13.09.1997;64;Forward;right;184
3485;Young-Jae;Seo;23.05.1995;89;Defender;left;182
3486;Finn;Dahmen;27.03.1998;64;Goalkeeper;right;186
3487;Johannes;Eggestein;8.05.1998;64;Forward;right;183
3488;Birk;Risa;13.02.1998;128;Defender;left;188
3489;Niklas;Dorsch;15.01.1998;64;Midfielder;right;178
3490;Efkan;Bekiroglu;14.09.1995;64;Forward;right;185
3491;Filip;Kusic;3.06.1996;64;Defender;right;187
3492;Maurice;Covic;17.04.1998;64;Midfielder;right;175
3493;Aaron;Herzog;30.01.1998;64;Midfielder;right;178
3494;Felix;Gotze;11.12.1998;64;Defender;right;185
3495;Stephan Kofi;Ambrosius;18.12.1998;64;Defender;right;182
3496;Ridle Bote;Nzuzi Baku;8.04.1998;64;Midfielder;right;176
3497;Meritan;Shabani;15.03.1999;203;Midfielder;right;185
3498;Dennis;Smarsch;14.01.1999;64;Goalkeeper;right;195
3499;Lars Lukas;Mai;31.03.2000;64;Defender;right;187
3500;Chris;Fuhrich;9.01.1998;64;Midfielder;right;178
3501;Linton;Maina;23.06.1999;64;Midfielder;right;173
3502;Palko;Dardai;24.04.1999;64;Forward;left;175
3503;Romario;Rosch;1.07.1999;64;Forward;right;180
3504;Jonathan;Meier;11.11.1999;64;Defender;left;181
3505;Frank;Evina;5.07.2000;64;Forward;right;177
3506;Nikolas;Nartey;22.02.2000;47;Defender;right;185
3507;Sergio;Gomez Martin;4.09.2000;158;Midfielder;left;171
3508;Deji Ousman;Beyreuther;6.09.1999;64;Defender;left;180
3509;Niclas;Stierlin;22.01.2000;64;Midfielder;right;182
3510;Josha Mamadou;Karaboue Vagnomann;11.12.2000;64;Defender;right;187
3511;Louis Jordan;Beyer;19.05.2000;64;Defender;right;187
3512;Yann Aurel;Bisseck;29.11.2000;64;Defender;right;194
3513;Artem;Fedetskiy;26.04.1985;182;Defender;right;184
3514;Lukas;Hinterseer;28.03.1991;10;Forward;right;192
3515;Laszlo;Kleinheisler;8.04.1994;74;Midfielder;right;173
3516;Dominik;Franke;5.10.1998;64;Defender;left;184
3517;Mohamed;Gouaida;15.05.1993;61;Midfielder;left;178
3518;Keiren;Westwood;23.10.1984;184;Goalkeeper;left;187
